country_code,place_name,cluster_repr
PHL,SIPALAY N OC,SIPALAY NEG OC
PHL,SILAY NEG OC,SIPALAY NEG OC
PHL,CARMEN DAVAO,CARMEN DAVAO
PHL,CARMEN DVO,CARMEN DAVAO
PHL,LAGUINDINGAN MO,LAGUINDINGAN MO
PHL,LAGUINDINGAN M O,LAGUINDINGAN MO
PHL,TABOGON CEBU,TABOGON CEBU
PHL,BOGO CEBU,TABOGON CEBU
PHL,BANGAR LA UNION,BANGAR LA UNION
PHL,BAUANG LA UNION,BANGAR LA UNION
PHL,SURIGAO CITY,SURIGAO CITY
PHL,SURIGAO SITY,SURIGAO CITY
PHL,LAPU-LAPU CITY,LAPU-LAPU CITY
PHL,LAPU LAPU CITY,LAPU-LAPU CITY
PHL,NEW BATAAN DVO,NEW BATAAN DVO
PHL,NEW BATAAN DAVAD,NEW BATAAN DVO
PHL,NEW BATAAN DAVAO,NEW BATAAN DVO
PHL,NEW BATA DAVAO,NEW BATAAN DVO
PHL,NEW BATAAN DDN,NEW BATAAN DVO
PHL,AMULUNG CAGAYAN,AMULUNG CAGAYAN
PHL,ABULUG CAGAYAN,AMULUNG CAGAYAN
PHL,MAWAB DAVAO,MAWAB DAVAO
PHL,MAWAB DVO,MAWAB DAVAO
PHL,TAGUM CITY,TAGUM CITY
PHL,TANGUB CITY,TAGUM CITY
PHL,TAGUIG CITY,TAGUM CITY
PHL,BALATAN CAM SUR,BALATAN CAM SUR
PHL,BALUTAN CAM SUR,BALATAN CAM SUR
PHL,LANTAPAN BKN,LANTAPAN BKN
PHL,LANTAPAN BKN A,LANTAPAN BKN
PHL,BANI PANGASINAN,BANI PANGASINAN
PHL,ANDA PANGASINAN,BANI PANGASINAN
PHL,AGNO PANGASINAN,BANI PANGASINAN
PHL,BANGA S COTABATO,BANGA S COTABATO
PHL,BANGA SO COTABATO,BANGA S COTABATO
PHL,BAYUGAN ADS,BAYUGAN ADS
PHL,BAYUCAN ADS,BAYUGAN ADS
PHL,CONCEPCION TLC,CONCEPCION TLC
PHL,CONCEPCION ILO,CONCEPCION TLC
PHL,CONCEPCION TARLAC,CONCEPCION TLC
PHL,GAPAN N ECIJA,GAPAN N ECIJA
PHL,GAPAN NECIJA,GAPAN N ECIJA
PHL,GAPAN NUEVA ECIJA,GAPAN N ECIJA
PHL,KALIBO AKLAN,KALIBO AKLAN
PHL,KALIBO KLAN,KALIBO AKLAN
PHL,STO TOMAS PGN,STO TOMAS PGN
PHL,STO TOMAS PMP,STO TOMAS PGN
PHL,HINIGARAN NEG OC,HINIGARAN NEG OC
PHL,HINIGARAN N OC,HINIGARAN NEG OC
PHL,BAROBO SDS,BAROBO SDS
PHL,BAROBO SGO DS,BAROBO SDS
PHL,CATEEL DVO OR,CATEEL DVO OR
PHL,CATEEL DAVAO OR,CATEEL DVO OR
PHL,VALENCIA BKN,VALENCIA BKN
PHL,VALECIA BKN,VALENCIA BKN
PHL,MINGLANILA CEBU,MINGLANILA CEBU
PHL,MINGLANILLA CEBU,MINGLANILA CEBU
PHL,LAPU LAPU CEBU,LAPU LAPU CEBU
PHL,LAPULAPU CEBU,LAPU LAPU CEBU
PHL,LAPU-LAPU CEBU,LAPU LAPU CEBU
PHL,BANTAYAN CEBU,BANTAYAN CEBU
PHL,DAANBANTAYAN CEBU,BANTAYAN CEBU
PHL,MALANGAS ZAM DS,MALANGAS ZAM DS
PHL,MALANGAS ZAM SB,MALANGAS ZAM DS
PHL,MALINAO AKLAN,MALINAO AKLAN
PHL,MALINAO ALBAY,MALINAO AKLAN
PHL,S FERNANDO CAM S,S FERNANDO CAM S
PHL,S FERNANDO CAM,S FERNANDO CAM S
PHL,COMPOSTELA DVO,COMPOSTELA DVO
PHL,COMPOSTELA DAVAO,COMPOSTELA DVO
PHL,LADANG NO SAMAR,LADANG NO SAMAR
PHL,LAOANG NO SAMAR,LADANG NO SAMAR
PHL,P PRINCESA CITY,P PRINCESA CITY
PHL,P PRINCE CITY,P PRINCESA CITY
PHL,PUERTO PRINCESA CITY,P PRINCESA CITY
PHL,SULOP DVO DS,SULOP DVO DS
PHL,SULOP DAVAO DS,SULOP DVO DS
PHL,MONKAYO DVO DN,MONKAYO DVO DN
PHL,MONKAYO DVO,MONKAYO DVO DN
PHL,APARRI CAGAYAN,APARRI CAGAYAN
PHL,APPARI CAGAYAN,APARRI CAGAYAN
PHL,APARRI AGAYAN,APARRI CAGAYAN
PHL,MUNOZ N ECIJA,MUNOZ N ECIJA
PHL,MUNOZ NUEVA ECIJA,MUNOZ N ECIJA
PHL,TULUNAN NO COT,TULUNAN NO COT
PHL,TULUNAN COT,TULUNAN NO COT
PHL,TULUNAN NO COTABATO,TULUNAN NO COT
PHL,DUPAX DN N VIZ,DUPAX DN N VIZ
PHL,DUPAX DS N VIZ,DUPAX DN N VIZ
PHL,DUPAK DN N VIZ,DUPAX DN N VIZ
PHL,DUPA DN N VIZ,DUPAX DN N VIZ
PHL,DUPAX N VIZ,DUPAX DN N VIZ
PHL,POLOMOLOK SO COT,POLOMOLOK SO COT
PHL,POLOMOLON SO COT,POLOMOLOK SO COT
PHL,CAG DE ORO CITY,CAG DE ORO CITY
PHL,CAC DE ORO CITY,CAG DE ORO CITY
PHL,DARAM SAMAR,DARAM SAMAR
PHL,DARAM W SAMAR,DARAM SAMAR
PHL,SAN MATEO ISA,SAN MATEO ISA
PHL,SAN MATEO RIZAL,SAN MATEO ISA
PHL,SAN MATEO ISABELA,SAN MATEO ISA
PHL,CANDELARIA ZBS,CANDELARIA ZBS
PHL,CANDELARIA QZN,CANDELARIA ZBS
PHL,CANDONI NEG OC,CANDONI NEG OC
PHL,CADIZ NEG OC,CANDONI NEG OC
PHL,SIBUCO ZAM DN,SIBUCO ZAM DN
PHL,SIOCON ZAM DN,SIBUCO ZAM DN
PHL,SIAY ZAM DS,SIAY ZAM DS
PHL,TITAY ZAM DS,SIAY ZAM DS
PHL,NAGUILIAN ISABELA,NAGUILIAN ISABELA
PHL,NAGUILIAN ISA,NAGUILIAN ISABELA
PHL,FLORA K APAYAO,FLORA K APAYAO
PHL,FLORA APAYAO,FLORA K APAYAO
PHL,SN FRANCISCO ADS,SN FRANCISCO ADS
PHL,SAN FRANCISCO ADS,SN FRANCISCO ADS
PHL,KORONADAL COT,KORONADAL COT
PHL,KORONADAL SO COT,KORONADAL COT
PHL,SAN FERNANDO BKN,SAN FERNANDO BKN
PHL,SAN FERNANDO RBN,SAN FERNANDO BKN
PHL,DUMALINAO ZAM DS,DUMALINAO ZAM DS
PHL,DUMAI INAO ZAM DS,DUMALINAO ZAM DS
PHL,STO TOMAS BTS,STO TOMAS BTS
PHL,STO TOMAS ISA,STO TOMAS BTS
PHL,TAGUIG MM,TAGUIG MM
PHL,TAGIG MM,TAGUIG MM
PHL,DATU SINSUAT MGD,DATU SINSUAT MGD
PHL,DATU SINSUAT MGDE,DATU SINSUAT MGD
PHL,DATU SINSUAT MC,DATU SINSUAT MGD
PHL,DO SINSUAT MGD,DATU SINSUAT MGD
PHL,SAN MIGUEL BOHOL,SAN MIGUEL BOHOL
PHL,SAN MIGUEL BUL,SAN MIGUEL BOHOL
PHL,MONKAYO DAVAO,MONKAYO DAVAO
PHL,MONKAYO DAVAO YER,MONKAYO DAVAO
PHL,STA CATALINA NEG,STA CATALINA NEG
PHL,STA CATALINA N OR,STA CATALINA NEG
PHL,MARIA NEG OR,MARIA NEG OR
PHL,MABINAY NEG OR,MARIA NEG OR
PHL,HINUNANGAN S LTE,HINUNANGAN S LTE
PHL,HINUNDAYAN S LTE,HINUNANGAN S LTE
PHL,DIADI N VIZCAYA,DIADI N VIZCAYA
PHL,DIADI N VIZ,DIADI N VIZCAYA
PHL,LAUR NUEVA ECIJA,LAUR NUEVA ECIJA
PHL,LICAB NUEVA ECIJA,LAUR NUEVA ECIJA
PHL,PINAMUNGAJAN CEBU,PINAMUNGAJAN CEBU
PHL,PINAUNGAN CEBU,PINAMUNGAJAN CEBU
PHL,TIHAMBAC CAM SUR,TIHAMBAC CAM SUR
PHL,TINAMBAC CAM SUR,TIHAMBAC CAM SUR
PHL,LAS NIEVES ADN,LAS NIEVES ADN
PHL,LAS NIEVES AD,LAS NIEVES ADN
PHL,S BENEDICTO N OC,S BENEDICTO N OC
PHL,S BENEDICTON OC,S BENEDICTO N OC
PHL,SAN ENRIQUE LOTIO,SAN ENRIQUE LOTIO
PHL,S ENRIQUE ILOILO,SAN ENRIQUE LOTIO
PHL,SAN ENRIQUE ILOILO,SAN ENRIQUE LOTIO
PHL,LAUA AN ANTIQUE,LAUA AN ANTIQUE
PHL,LAUA-AN ANTIQUE,LAUA AN ANTIQUE
PHL,TALUGTOG N ECIJA,TALUGTOG N ECIJA
PHL,TALUGTUG N ECIJA,TALUGTOG N ECIJA
PHL,LA CARLOTA N OC,LA CARLOTA N OC
PHL,LA CARLOTA NEG OCC,LA CARLOTA N OC
PHL,CALATRAVA NEG OC,CALATRAVA NEG OC
PHL,CALATRAVA NEG OCC,CALATRAVA NEG OC
PHL,CALATRAVA N OC,CALATRAVA NEG OC
PHL,ALANINOS LAGUNA,ALANINOS LAGUNA
PHL,ALAMINOS LAGUNA,ALANINOS LAGUNA
PHL,PONTEVEDRA NEG OC,PONTEVEDRA NEG OC
PHL,PONTEVEDRA N OC,PONTEVEDRA NEG OC
PHL,PONTEVEDRA NEG,PONTEVEDRA NEG OC
PHL,ALLACAPAN CAG,ALLACAPAN CAG
PHL,ALLACAPAN CAGAYAN,ALLACAPAN CAG
PHL,PINIZ ILOCOS N,PINIZ ILOCOS N
PHL,PINILI ILOCOS N,PINIZ ILOCOS N
PHL,BALIUAG BULACAN,BALIUAG BULACAN
PHL,BALTUAG BULACAN,BALIUAG BULACAN
PHL,BALIWAG BULACAN,BALIUAG BULACAN
PHL,MAKILALA COTABATO,MAKILALA COTABATO
PHL,MATALAM COTABATO,MAKILALA COTABATO
PHL,MAGSAYSAY DVO DS,MAGSAYSAY DVO DS
PHL,MAGSAYSAY DAVAO DS,MAGSAYSAY DVO DS
PHL,PLACER SGO DN,PLACER SGO DN
PHL,CLAVER SGO DN,PLACER SGO DN
PHL,PLACER SGO ON,PLACER SGO DN
PHL,BAUTISTA PGN,BAUTISTA PGN
PHL,BASISTA PGN,BAUTISTA PGN
PHL,HAGONOY DAVAO DS,HAGONOY DAVAO DS
PHL,HAGONOY DVO DS,HAGONOY DAVAO DS
PHL,MLANG NO COT,MLANG NO COT
PHL,MLANG COT,MLANG NO COT
PHL,MLANG N COT,MLANG NO COT
PHL,CALAMBA LAGUNA,CALAMBA LAGUNA
PHL,CALAUAN LAGUNA,CALAMBA LAGUNA
PHL,ARINBAY LA UNION,ARINBAY LA UNION
PHL,ARINGAY LA UNION,ARINBAY LA UNION
PHL,ESPERANZA S KUD,ESPERANZA S KUD
PHL,ESPERANZAS KUD,ESPERANZA S KUD
PHL,MANDAUE CITY,MANDAUE CITY
PHL,MANDAUF CITY,MANDAUE CITY
PHL,SND LANAO DN,SND LANAO DN
PHL,SAPAD LANAO DN,SND LANAO DN
PHL,DATU PAGLAS MGD,DATU PAGLAS MGD
PHL,DATU PAGLAS MD,DATU PAGLAS MGD
PHL,AGLIPAY QUIRINO,AGLIPAY QUIRINO
PHL,AGLIBAY QUIRINO,AGLIPAY QUIRINO
PHL,JA SANTOS DVO DS,JA SANTOS DVO DS
PHL,JA SANTOS DAVAO DS,JA SANTOS DVO DS
PHL,LEBAK S KUDARAT,LEBAK S KUDARAT
PHL,LEBAK S KUD,LEBAK S KUDARAT
PHL,NAAWAN MIS OR,NAAWAN MIS OR
PHL,JASAAN MIS OR,NAAWAN MIS OR
PHL,TULUNAN COTABATO,TULUNAN COTABATO
PHL,LIBUNGAN COTABATO,TULUNAN COTABATO
PHL,TALIPAO SLU,TALIPAO SLU
PHL,TALIPAO SULU,TALIPAO SLU
PHL,VICTORIA OR MDO,VICTORIA OR MDO
PHL,VICTORIA OR MOO,VICTORIA OR MDO
PHL,BUENAVISTA ADN,BUENAVISTA ADN
PHL,BUENAVISTA QZN,BUENAVISTA ADN
PHL,MINALABAC CAM SUR,MINALABAC CAM SUR
PHL,MINALABAC CAM S,MINALABAC CAM SUR
PHL,OROQUIETA CITY,OROQUIETA CITY
PHL,OROQUETA CITY,OROQUIETA CITY
PHL,DAPA SURIGAO DN,DAPA SURIGAO DN
PHL,DAPA SGO DN,DAPA SURIGAO DN
PHL,SAN CARLOS CITY NEG,SAN CARLOS CITY NEG
PHL,SAN CARLOS CITY,SAN CARLOS CITY NEG
PHL,BAGULIN LA UNION,BAGULIN LA UNION
PHL,NAGUILIAN LA UNION,BAGULIN LA UNION
PHL,ANGADANAN ISA,ANGADANAN ISA
PHL,ANGADANAN ISABELA,ANGADANAN ISA
PHL,S BARBARA ILOILO,S BARBARA ILOILO
PHL,STA BARBARA ILOILO,S BARBARA ILOILO
PHL,BACUJAG SGO DN,BACUJAG SGO DN
PHL,BACUAG SGO DN,BACUJAG SGO DN
PHL,IRIGA CAM SUR,IRIGA CAM SUR
PHL,RAGAY CAM SUR,IRIGA CAM SUR
PHL,ALMERIA LEYTE,ALMERIA LEYTE
PHL,MERIDA LEYTE,ALMERIA LEYTE
PHL,ALBUERA LEYTE,ALMERIA LEYTE
PHL,LEGAZPI CITY,LEGAZPI CITY
PHL,LEGASPI CITY,LEGAZPI CITY
PHL,PENABLANCA CAGAYAN,PENABLANCA CAGAYAN
PHL,PENABLANCA CAG,PENABLANCA CAGAYAN
PHL,MIDSAYAP COTABATO,MIDSAYAP COTABATO
PHL,MIUSAYAP COTABATO,MIDSAYAP COTABATO
PHL,RIZAL N ECIJA,RIZAL N ECIJA
PHL,RIZAL NUEVA ECIJA,RIZAL N ECIJA
PHL,ARAYAT PAMPANGA,ARAYAT PAMPANGA
PHL,RAYAT PAMPANGA,ARAYAT PAMPANGA
PHL,DUMANGAS ILOILO,DUMANGAS ILOILO
PHL,DUENAS ILOILO,DUMANGAS ILOILO
PHL,DUMALAG CAPIZ,DUMALAG CAPIZ
PHL,DUMARAO CAPIZ,DUMALAG CAPIZ
PHL,TINGLAYAN KALINGA,TINGLAYAN KALINGA
PHL,TINGLAYAN KGA,TINGLAYAN KALINGA
PHL,MAITUM SARANGANI,MAITUM SARANGANI
PHL,MAASIM SARANGANI,MAITUM SARANGANI
PHL,GUIUAN E SAMAR,GUIUAN E SAMAR
PHL,GUTUAN E SAMAR,GUIUAN E SAMAR
PHL,SAGUDAY QUIRING,SAGUDAY QUIRING
PHL,SAGUDAY QUIRINO,SAGUDAY QUIRING
PHL,SAN RAFAEL BUL,SAN RAFAEL BUL
PHL,SAN RAFAEL BULACAN,SAN RAFAEL BUL
PHL,STA FE N VIZ,STA FE N VIZ
PHL,STA FEN VIZ,STA FE N VIZ
PHL,MAITUM SO COT,MAITUM SO COT
PHL,MAASIM SO COT,MAITUM SO COT
PHL,SAN NARCISO QZN,SAN NARCISO QZN
PHL,SAN MARCISO QZN,SAN NARCISO QZN
PHL,SAN NARCISO ZBS,SAN NARCISO QZN
PHL,SILANG CAVITE,SILANG CAVITE
PHL,INDANG CAVITE,SILANG CAVITE
PHL,BARAS CATANDUANES,BARAS CATANDUANES
PHL,BATO CATANDUANES,BARAS CATANDUANES
PHL,MALALAG DVO DS,MALALAG DVO DS
PHL,MALALAG DAVAO DS,MALALAG DVO DS
PHL,MAUBAN QUEZON,MAUBAN QUEZON
PHL,LUCBAN QUEZON,MAUBAN QUEZON
PHL,BUENAVISTA ILOILO,BUENAVISTA ILOILO
PHL,BUENAVISTA ILO,BUENAVISTA ILOILO
PHL,IBAAN BATANGAS,IBAAN BATANGAS
PHL,LIAN BATANGAS,IBAAN BATANGAS
PHL,BALAYAN BATANGAS,IBAAN BATANGAS
PHL,CABIAO NUEVA ECIJA,CABIAO NUEVA ECIJA
PHL,CABIAO N ECIJA,CABIAO NUEVA ECIJA
PHL,SN ILDEFONSO BUL,SN ILDEFONSO BUL
PHL,SAN ILDEFONSO BUL,SN ILDEFONSO BUL
PHL,MIDSAYAP NO COT,MIDSAYAP NO COT
PHL,HIDSAYAP NO COT,MIDSAYAP NO COT
PHL,GUIHULNGAN NEG,GUIHULNGAN NEG
PHL,GUIHULNGAN NEG OR,GUIHULNGAN NEG
PHL,ARITAO N VIZ,ARITAO N VIZ
PHL,ARITAO N VIZCAYA,ARITAO N VIZ
PHL,CARANGAN CAM SUR,CARANGAN CAM SUR
PHL,CARAMOAN CAM SUR,CARANGAN CAM SUR
PHL,BAY LAGUNA,BAY LAGUNA
PHL,FAMY LAGUNA,BAY LAGUNA
PHL,STA ANA PAMPANGA,STA ANA PAMPANGA
PHL,STA RITA PAMPANGA,STA ANA PAMPANGA
PHL,SAN MIGUEL SDS,SAN MIGUEL SDS
PHL,SN MIGUEL SGO DS,SAN MIGUEL SDS
PHL,SAN MIGUEL SGO DS,SAN MIGUEL SDS
PHL,MALITA DVO DS,MALITA DVO DS
PHL,MALITA DDS,MALITA DVO DS
PHL,ROSALES PGN,ROSALES PGN
PHL,ROSALES BGN,ROSALES PGN
PHL,ALCANTARA ROMBLON,ALCANTARA ROMBLON
PHL,ALCANTARA RBN,ALCANTARA ROMBLON
PHL,S MAGDALENA SSG,S MAGDALENA SSG
PHL,MAGDALENA SSG,S MAGDALENA SSG
PHL,LINGIG SGO DS,LINGIG SGO DS
PHL,LIANGA SGO DS,LINGIG SGO DS
PHL,TAAL BATANGAS,TAAL BATANGAS
PHL,TAYSAN BATANGAS,TAAL BATANGAS
PHL,QUEZON N ECIJA,QUEZON N ECIJA
PHL,QUEZON NUEVA ECIJA,QUEZON N ECIJA
PHL,CALAPAN OR MDO,CALAPAN OR MDO
PHL,CALAPAN OR MDOD,CALAPAN OR MDO
PHL,S BULLONES BOHOL,S BULLONES BOHOL
PHL,S-BULLONES BOHOL,S BULLONES BOHOL
PHL,CANTILAN SGO DS,CANTILAN SGO DS
PHL,CANTILAN SDS,CANTILAN SGO DS
PHL,MIAGAO ILOILO,MIAGAO ILOILO
PHL,MIAGAG ILOILO,MIAGAO ILOILO
PHL,SAN ISIDRO ISABELA,SAN ISIDRO ISABELA
PHL,SAN ISIDRO ISA,SAN ISIDRO ISABELA
PHL,SAN ISIDRO ABRA,SAN ISIDRO ISABELA
PHL,MANAY DVAO OR,MANAY DVAO OR
PHL,MANAY DVO OR,MANAY DVAO OR
PHL,MANAY DVD OR,MANAY DVAO OR
PHL,PILA LAGUNA,PILA LAGUNA
PHL,PAKIL LAGUNA,PILA LAGUNA
PHL,MORONG BATAAN,MORONG BATAAN
PHL,ORION BATAAN,MORONG BATAAN
PHL,JAGNA BOHOL,JAGNA BOHOL
PHL,ANDA BOHOL,JAGNA BOHOL
PHL,D MARCELINO DDS,D MARCELINO DDS
PHL,D MARCELINO DVO DS,D MARCELINO DDS
PHL,PANABO DAVAO,PANABO DAVAO
PHL,PANABO DVO,PANABO DAVAO
PHL,LUBA ABRA,LUBA ABRA
PHL,LOBA ABRA,LUBA ABRA
PHL,TUPI S COTABATO,TUPI S COTABATO
PHL,TUPI SOUTH COTABATO,TUPI S COTABATO
PHL,POLANCO ZAM DN,POLANCO ZAM DN
PHL,POLANCO ZDN,POLANCO ZAM DN
PHL,PIKIT NO COT,PIKIT NO COT
PHL,PIKIT COT,PIKIT NO COT
PHL,PILAR BOHOL,PILAR BOHOL
PHL,LILA BOHOL,PILAR BOHOL
PHL,BILAR BOHOL,PILAR BOHOL
PHL,GEN TINIO,GEN TINIO
PHL,GEN TINIO NE,GEN TINIO
PHL,GOA CAM SUR,GOA CAM SUR
PHL,NAGA CAM SUR,GOA CAM SUR
PHL,SAGRAY CAM SUR,SAGRAY CAM SUR
PHL,SAGNAY CAM SUR,SAGRAY CAM SUR
PHL,PANTABANGAN NE,PANTABANGAN NE
PHL,PANTABANGAN NEPA,PANTABANGAN NE
PHL,CLAVERIA CAGAYA,CLAVERIA CAGAYA
PHL,CLAVERIA CAGAYAN,CLAVERIA CAGAYA
PHL,CATBALOGAN SAMAR,CATBALOGAN SAMAR
PHL,CATBALOGAN W SMR,CATBALOGAN SAMAR
PHL,CULION PALAWAN,CULION PALAWAN
PHL,CUYO PALAWAN,CULION PALAWAN
PHL,MAGALLANES CAV,MAGALLANES CAV
PHL,MAGALLANES ADN,MAGALLANES CAV
PHL,CAG DE ORO MS OR,CAG DE ORO MS OR
PHL,CAG DE ORO MIS OR,CAG DE ORO MS OR
PHL,PALUAN OC MDO,PALUAN OC MDO
PHL,LUBANG OC MDO,PALUAN OC MDO
PHL,SN ISIDRO NO SMR,SN ISIDRO NO SMR
PHL,SAN ISIDRO NO SMR,SN ISIDRO NO SMR
PHL,NAUJAN OR MDO,NAUJAN OR MDO
PHL,NAJUAN OR MDO,NAUJAN OR MDO
PHL,CALANASAN K APAYAO,CALANASAN K APAYAO
PHL,CALANASAN K APO,CALANASAN K APAYAO
PHL,PULUPANDAN N OC,PULUPANDAN N OC
PHL,PULUPANDANN OC,PULUPANDAN N OC
PHL,MAKILALA NO COT,MAKILALA NO COT
PHL,MAKILALA COT,MAKILALA NO COT
PHL,NORZAGARAY BUL,NORZAGARAY BUL
PHL,NORZAGARAY BULACAN,NORZAGARAY BUL
PHL,PATNONGON ATQ,PATNONGON ATQ
PHL,PATMONGON ATQ,PATNONGON ATQ
PHL,ALAMADA NO COT,ALAMADA NO COT
PHL,ALAMADA N COT,ALAMADA NO COT
PHL,STA CATALINA IS,STA CATALINA IS
PHL,STA CATALINA I S,STA CATALINA IS
PHL,KABACAN NO COT,KABACAN NO COT
PHL,KABACAN COT,KABACAN NO COT
PHL,QUINAPONDAN ESMR,QUINAPONDAN ESMR
PHL,QUINAPUNDAN ESMR,QUINAPONDAN ESMR
PHL,LIBUNGAN NO COT,LIBUNGAN NO COT
PHL,LIBUNGAN COT,LIBUNGAN NO COT
PHL,BALBALAN K APAYAO,BALBALAN K APAYAO
PHL,BALBALAN K APO,BALBALAN K APAYAO
UGA,KALUNGU,KALUNGU
UGA,KANUNGU,KALUNGU
UGA,LUWEERO,LUWEERO
UGA,LUWERO,LUWEERO
UGA,KABAROLE,KABAROLE
UGA,KABALE,KABAROLE
UGA,IBANDA,IBANDA
UGA,BANDA,IBANDA
UGA,KYODERA,KYODERA
UGA,KYOTERA,KYODERA
