name,country_code,Maid’s ID
LAUR NUEVA ECIJA,PHL,
SAGAY NEG OC,PHL,
CAUAYAN NEG OC,PHL,
ABUYOG LEYTE,PHL,
HIMAMAYLAN N OC,PHL,
ASUNCION DAVAO,PHL,
MENJISO GORA,ETH,
NEGROS OCC,PHL,
TOFFO ATL,SLE,
KIDAPAWAN COT,PHL,
CATANAUAN QZN,PHL,
RUIRU,KEN,
KURA JIDA,ETH,
AGENA,ETH,
THIKA KEN,KEN,
ANOSIZATO EST,MDG,
NEGELE ARSI,ETH,
KALABURAGI KARNATAKA,IND,
ABERGELE,ETH,
TAGBINA SGO DS,PHL,
KAKAMEGA CENTRAL KEN,KEN,
DUMAGUETE NEG,PHL,
WEST POKOT,KEN,
PINAMUNGAJAN CEBU,PHL,
MATHIRA KEN,KEN,
SAN MARIANO ISA,PHL,
P ROXAS COTABATO,PHL,
GETO,ETH,
TIHAMBAC CAM SUR,PHL,
CABA LA UNION,PHL,
MAMBUSAO CAPIZ,PHL,
PILAR CAPIZ,PHL,
PAGADIAN CITY,PHL,
LAS NIEVES ADN,PHL,
TALWANDI MALLIAN PUNJAB,IND,
AINAPURAM ANDHRA PRADESH,IND,
NAWALPARASI WEST,NPL,
AMARO,ETH,
MITHIRMALA KERALA,IND,
MAHAWA,LKA,
MEKI,ETH,
CATMON CEBU,PHL,
CARDONA RIZAL,PHL,
BAUANG LA UNION,PHL,
S BENEDICTO N OC,PHL,
PILAR ABRA,PHL,
HINATUAN SGO DS,PHL,
VILLABA LEYTE,PHL,
LOOC ROMBLON,PHL,
MALAPATAN SO COT,PHL,
PIDIGAN ABRA,PHL,
KOBO,ETH,
METEHARA,ETH,
GADO YABETA,ETH,
DONSOL SORSOGON,PHL,
KITAOTAO BKN,PHL,
SAN ENRIQUE LOTIO,PHL,
SHAWA,ETH,
MABINAY NEG OR,PHL,
BALIANGAO MIS OC,PHL,
MATAG OB LEYTE,PHL,
TANAUAN LEYTE,PHL,
GLAN SO COT,PHL,
NAIC CAVITE,PHL,
MABITAC LAGUNA,PHL,
ABUCAY BATAAN,PHL,
EJERSA,ETH,
LAUA AN ANTIQUE,PHL,
NEW BATAAN DAVAD,PHL,
KAITHARAM KERALA,IND,
ALCALA CAGAYAN,PHL,
LAPU LAPU CITY,PHL,
BALETE AKLAN,PHL,
MALUNGON SRN,PHL,
BAMBAN TARLAC,PHL,
GUTALAC ZAM DN,PHL,
TALUGTOG N ECIJA,PHL,
LA CARLOTA N OC,PHL,
LLANERA N ECIJA,PHL,
LABO CAM NO,PHL,
IBAJAY AKLAN,PHL,
THRISSUR KERALA,IND,
MALINAO ALBAY,PHL,
MARIKINA RIZAL,PHL,
GULMI,NPL,
SIBULAN NEG OR,PHL,
SIAYA KEN,KEN,
TAITA TAVETA,KEN,
LEMERY ILOILO,PHL,
KABUGAO APAYAO,PHL,
AJUY ILOILO,PHL,
CADIZ NEG OC,PHL,
SAN JUAN BATANGAS,PHL,
MUKONO,UGA,
WAO LANAO DS,PHL,
CORELLA BOHOL,PHL,
CALATRAVA NEG OC,PHL,
TUMAUINI ISABELA,PHL,
MABINI PGN,PHL,
SODAWAS RAJASTHAN,IND,
THURAIYUR TAMIL NADU,IND,
BITRAGUNTA ANDHRA PRADESH,IND,
ALANINOS LAGUNA,PHL,
SOUTH UPI MGD,PHL,
CANDON ILS SR,PHL,
PONTEVEDRA NEG OC,PHL,
AMBO,ETH,
TURKMENISTAN,TKM,
DEGEM,ETH,
WARA KISHAN PURA PUNJAB,IND,
BINALBAGAN N OC,PHL,
BOMBO,UGA,
DIMATALING ZDS,PHL,
ETEYA,ETH,
FENTALE,ETH,
ADDIS ABEBA,ETH,
NAZRETH,ETH,
WELAYTA,ETH,
CHEKA,ETH,
BODITI,ETH,
BUTAJRA,ETH,
WEST SHOA,ETH,
DEJJEN,ETH,
BUTAJIRA,ETH,
AKAKI KALTI,ETH,
BAHIR DAR,ETH,
CHILAW,LKA,
LOHIAN KHAS PUNJAB,IND,
MARGAO GOA,IND,
LUWEERO,UGA,
UMBADA,ESP,
ADELE,ETH,
HOBACHO,ETH,
ADABA,ETH,
HARAR,ETH,
HAYMANOTHA,ETH,
NKORANZA,TZA,
ALLACAPAN CAG,PHL,
AFAR,ETH,
PINIZ ILOCOS N,PHL,
BULAN SORSOGON,PHL,
LAPUYAN ZAM DS,PHL,
EB MAGALONA N OC,PHL,
FINOTE SELAM,ETH,
KISUMU EAST,KEN,
TAGIG MM,PHL,
BALIUAG BULACAN,PHL,
ALAMATA,ETH,
MEKELE,ETH,
NANDI,KEN,
DANG,NPL,
DAMBOYA,ETH,
HIRNA,ETH,
CARMEN COTABATO,PHL,
CALAMBA MIS OC,PHL,
SHANDONG,PHL,
RUNDERA RAJASTHAN,IND,
MUNSHIWALA PUNJAB,IND,
LOGIYA,ETH,
NYAMIRA,KEN,
BAGUMBAYAN S KUD,PHL,
MURANG A SOUTH,KEN,
MOGADISHU,BRA,
ELDORET WEST KEN,KEN,
STA MARIA PGN,PHL,
TALAVERA N ECIJA,PHL,
ALCALA PGN,PHL,
TUDELA CEBU,PHL,
KATIKAMU,UGA,
ROLSABSAR RAJASTHAN,IND,
STO TOMAS PMP,PHL,
CAION BATAAN,PHL,
PAMPLONA CAM SUR,PHL,
GIRADURUKOTTE,LKA,
MAKILALA COTABATO,PHL,
SALVADOR LDN,PHL,
MAGSAYSAY DVO DS,PHL,
INFANTA PGN,PHL,
BAYBAY LEYTE,PHL,
ESCALANTE NEG OC,PHL,
PLACER SGO DN,PHL,
BAUTISTA PGN,PHL,
PORO CEBU,PHL,
HAGONOY DAVAO DS,PHL,
TIAONG QUEZON,PHL,
VENGURLA MAHARASHTRA,IND,
MULAGO HOSPITAL,UGA,
PITOGO QUEZON,PHL,
LAS PINAS CITY,PHL,
BANAUE IFUGAO,PHL,
KINGRA CHOWALA PUNJAB,IND,
VIJAYAWADA,IND,
TAGANA-AN SGO DN,PHL,
KUMBAZHA KERALA,IND,
CALANOGAS LDS,PHL,
MALAPPURAM KERALA,IND,
MANOHARPUR JHARKHAND,IND,
COMPOSTELA COMV,PHL,
GUAGUA PAMPANGA,PHL,
MPIGI,UGA,
BARBAZA ANTIQUE,PHL,
NAGGALAMA,UGA,
UASIN GISHU,KEN,
BOGO CEBU,PHL,
KAJIADO KEN,KEN,
MLANG NO COT,PHL,
CALAMBA LAGUNA,PHL,
ARINBAY LA UNION,PHL,
BACACAY ALBAY,PHL,
MAIGO LANAO DN,PHL,
LEYTE LEYTE,PHL,
EMBU KEN,KEN,
B POINT PALAWAN,PHL,
SAN DIONISIO ILOILO,PHL,
ESPERANZA S KUD,PHL,
TUGUEGARAO CAGAYAN,PHL,
HAMTIC ANTIQUE,PHL,
MATALAM COTABATO,PHL,
STA MARIA ILS SR,PHL,
CABATUAN ISABELA,PHL,
VICTORIA TARLAC,PHL,
SAN MIGUEL BUL,PHL,
CABANGLASAN BKN,PHL,
BOKOD BENGUET,PHL,
MELAPALAYAM TAMIL NADU,IND,
CABUYAO LAGUNA,PHL,
KANIYUR TAMIL NADU,IND,
KODIMATHA KERALA,IND,
JALANDHAR PUNJAB,IND,
MANDAUE CITY,PHL,
GANDARA SAMAR,PHL,
SIQUIJOR SQR,PHL,
NUZVID AP,IND,
KOTHAMANGALAM KERALA,IND,
BINANGONAN RIZAL,PHL,
GHOLVAD MAHARASHTRA,IND,
KABEREBERE II,UGA,
CARMEN CEBU,PHL,
ROSARIO CAVITE,PHL,
CALAUAN LAGUNA,PHL,
ROMBLON ROMBLON,PHL,
NEW CORELLA DAVAO,PHL,
TUKURAN ZAM DS,PHL,
SAN FRANCISCO ADS,PHL,
MURANGA EAST,KEN,
KANNUR KERALA,IND,
TUNGA LEYTE,PHL,
SND LANAO DN,PHL,
PIDDIG ILOCOS N,PHL,
WOGIDI,ETH,
DEMBI,ETH,
DATU PAGLAS MGD,PHL,
ASUNCION DVO DN,PHL,
RIZAL OC MDO,PHL,
FREETOWN,SLE,
AGLIPAY QUIRINO,PHL,
BONIFACIO MIS OC,PHL,
BULUAN MGD,PHL,
BUGASONG ANTIQUE,PHL,
ROSELLER LIM ZDS,PHL,
PAGUDPUD ILS NO,PHL,
JA SANTOS DVO DS,PHL,
RIZAL KALINGA,PHL,
ORMOC LEYTE,PHL,
SOLANO N VIZ,PHL,
GM NATIVIDAD NE,PHL,
SABLAYAN OC MDO,PHL,
ESPERANZA ADS,PHL,
MUMIAS,KEN,
NAAWAN MIS OR,PHL,
LUNA LA UNION,PHL,
NABUA CAM SUR,PHL,
KAMPALA,UGA,
TULUNAN COTABATO,PHL,
LOON BOHOL,PHL,
VALENCIA NEG OR,PHL,
SISON PANGASINAN,PHL,
MALIBCONG ABRA,PHL,
ALABEL SO COT,PHL,
DIPLAHAN ZAM DS,PHL,
TALIPAO SLU,PHL,
CAC DE ORO CITY,PHL,
MALASIQUI PGN,PHL,
ENATHU KERALA,IND,
TUBUNGAN ILOILO,PHL,
AGARO,ETH,
CHALAKUDY KERALA,IND,
GUIMBA NUEVA ECIJA,PHL,
BALUNGAO PGN,PHL,
BADAMTAM T E WEST BENGAL,IND,
BASISTA PGN,PHL,
VICTORIA OR MDO,PHL,
KIANGAN IFUGAO,PHL,
BAKO,ETH,
KOTHAD KERALA,IND,
IRINJALAKKUDA KERALA,IND,
BUENAVISTA ADN,PHL,
NANDI CENTRAL,KEN,
CAPOOCAN LEYTE,PHL,
SN LUIS BATANGAS,PHL,
SAN JUAN ABRA,PHL,
CAPALONGA CAM NO,PHL,
CATARMAN NO SMR,PHL,
SAN CARLOS CITY NEG,PHL,
MINGLANILLA CEBU,PHL,
PLARIDEL MIS OC,PHL,
BONTOC SO LEYTE,PHL,
SAN JOSE OC MDO,PHL,
CALBAYOG CITY,PHL,
THANNITHODU KERALA,IND,
VALIATHURA KERALA,IND,
SULTHAN BATHERY KERALA,IND,
BAGULIN LA UNION,PHL,
LA TRINIDAD BGT,PHL,
RAMON ISABELA,PHL,
ALTAVAS AKLAN,PHL,
SAN MANUEL ISA,PHL,
ISABELA BASILAN,PHL,
KALAMANSIG S KUD,PHL,
BINALONAN PGN,PHL,
KAMWENGE,UGA,
LUNA APAYAO,PHL,
KAMUKUNJI,KEN,
BINMALEY PGN,PHL,
QUEZON QUEZON,PHL,
CAJIDIOCAN RBN,PHL,
ENRILE CAGAYAN,PHL,
PAOMBONG BULACAN,PHL,
PAGADIAN,PHL,
NAGUILIAN LA UNION,PHL,
MANSALAY OR MDO,PHL,
S BARBARA ILOILO,PHL,
DINDIGUL TAMIL NADU,IND,
INITAO MIS OR,PHL,
BACUJAG SGO DN,PHL,
SAN JUAN MM,PHL,
MERU,KEN,
MURANG A,KEN,
PAGALUNGAN MGD,PHL,
TAGOLOAN MIS OR,PHL,
ALMERIA LEYTE,PHL,
RIZAL PALAWAN,PHL,
KATAKWI,UGA,
APALIT PAMPANGA,PHL,
OLONGAPO ZBS,PHL,
TRINIDAD BOHOL,PHL,
MLANG COTABATO,PHL,
CHANDIGARH CHANDIGARH,IND,
DONA MATTAR PUNJAB,IND,
NAHARANI RESERVE GRANT ASSAM,IND,
HARIYALA KHEDA GUJARAT,IND,
SEGELE,ETH,
CHAK CHELA PUNJAB,IND,
SANGRUR PUNJAB,IND,
PUTHILA KARNATAKA,IND,
MAYCHEW,ETH,
DEBRETABOR,ETH,
LEMU,ETH,
SHINDI,ETH,
GOJJAM,ETH,
NAGELE BOREN,ETH,
PALPA,NPL,
CHARIK PUNJAB,IND,
DOSTPUR BIHAR,IND,
NUWAKOT,NPL,
PALANGKARAYA,IDN,
NORYMBERGA,PHL,
IGANGA,UGA,
GEMBE,ETH,
DHADING,NPL,
KAVREPALANCHOK,NPL,
SAVLI VADODARA GUJARAT,IND,
YIRGALEM,ETH,
SAN MATEO RIZAL,PHL,
LEGAZPI CITY,PHL,
PASIL KALINGA,PHL,
RAMA KUPPAM ANDHRA PRADESH,IND,
PENABLANCA CAGAYAN,PHL,
GIDOLE,ETH,
KEMBATA TEMBARO,ETH,
MALIKIPURAM ANDHRA PRADESH,IND,
BORE,ETH,
MARINDAL,IDN,
BASEY SAMAR,PHL,
OKTWIN,MMN,
BHOPAL MADHYA PRADESH,IND,
KALANAUR PUNJAB,IND,
ELEMO,ETH,
HORA MENDIR,ETH,
LUPON DVO OR,PHL,
ILOG NEG OC,PHL,
TANTANGAN SO COT,PHL,
DHILWAN PUNJAB,IND,
SALMARA GAON RUPKURIA ASSAM,IND,
LEHAL PUNJAB,IND,
RAM RAUNI PUNJAB,IND,
WETO,ETH,
MUMBAI,IND,
KODUNGALLUR KERALA,IND,
BUGALLON PGN,PHL,
GULEMEKEDA,ETH,
NADALA PUNJAB,IND,
DHUNGDHAR UTTARAKHAND,IND,
NAKASONGOLA,UGA,
GODILANKA ANDHRA PRADESH,IND,
BAGLUNG,NPL,
UJJAIN MADHYA PRADESH,IND,
DEBRE ZEIT,ETH,
PATIALA PUNJAB,IND,
SEMAPUR BINJI BIHAR,IND,
AMRITSAR PUNJAB,IND,
MADALAG AKLAN,PHL,
MIDSAYAP COTABATO,PHL,
BEN GUERIR,MAR,
LUNA ISABELA,PHL,
PIODURAN ALBAY,PHL,
PULBAZAR WEST BENGAL,IND,
KUMBAKONAM TAMIL NADU,IND,
KOVVURU ANDHRA PRADESH,IND,
RAMESWARAM ANDHRA PRADESH,IND,
KANCHIYAR KERALA,IND,
TOAMASINA,MDG,
PALAUIG ZAMBALES,PHL,
TIWI ALBAY,PHL,
RIZAL N ECIJA,PHL,
CAVINTI LAGUNA,PHL,
KULAR PUNJAB,IND,
CHUVANNUMANNU KERALA,IND,
SANTA ROSA NUEVA ECJ,PHL,
ACHHAM,NPL,
ARAYAT PAMPANGA,PHL,
MASINLOC ZBS,PHL,
SAN FERNANDO PAMP,PHL,
BALAGTAS BULACAN,PHL,
NORALA SO COT,PHL,
LAMBUNAO ILOILO,PHL,
JIMENEZ MIS OC,PHL,
SN GUILLERMO ISA,PHL,
SIDDAKATTE KARNATAKA,IND,
JASAAN MIS OR,PHL,
DINGRAS ILOCOS NO,PHL,
MAGALANG PMP,PHL,
DUMANGAS ILOILO,PHL,
HUMERA,ETH,
ASSELA,ETH,
SHOWA,ETH,
MIESO,ETH,
SIBONGA CEBU,PHL,
DUMALAG CAPIZ,PHL,
PASAY RIZAL,PHL,
ABULUG CAGAYAN,PHL,
ZARRAGA ILOILO,PHL,
BEKASI,IDN,
MAASIN ILOILO,PHL,
TINGLAYAN KALINGA,PHL,
TINGLAYAN K APO,PHL,
NUMANCIA AKLAN,PHL,
PARANG MGD,PHL,
MAITUM SARANGANI,PHL,
ST BERNARD S LTE,PHL,
GUIUAN E SAMAR,PHL,
SAGUDAY QUIRING,PHL,
SAN RAFAEL BUL,PHL,
CARAMORAN CDS,PHL,
NANDI NORTH,KEN,
TRANSMARA,KEN,
MOLO,KEN,
KITOVU,UGA,
TALIBON BOHOL,PHL,
SN FRANCISCO CEB,PHL,
SAN MATEO ISABELA,PHL,
BUFUMBO,UGA,
SUBA,KEN,
MUTASA,ZWE,
KAWANDA,UGA,
DOLORES E SAMAR,PHL,
DUENAS ILOILO,PHL,
WOLIDIYA,ETH,
MAKATI CITY,PHL,
VIGA CATANDUANES,PHL,
VILLAVICIOSA ABR,PHL,
LUTAYAN S KUDARAT,PHL,
STA FE N VIZ,PHL,
IROSIN SORSOGON,PHL,
MARAGUSAN DAVAO,PHL,
MAITUM SO COT,PHL,
DIVILACAN ISA,PHL,
SAN NARCISO QZN,PHL,
CANLAON CITY,PHL,
SIGMA CAPIZ,PHL,
BONGABONG OR MDO,PHL,
MAMBURAO OC MDO,PHL,
KABACAN COTABATO,PHL,
SILANG CAVITE,PHL,
POLOMOLON SO COT,PHL,
HALABA,ETH,
BENAVENTE SANTAREM,RUS,
ANTIPAS COT,PHL,
BARAS CATANDUANES,PHL,
LUGARI KEN,KEN,
LAIKIPIA WEST,KEN,
AMBERNATH MAHARASHTRA,IND,
GATUNDU KEN,KEN,
NAKURU NORTH KEN,KEN,
KIAMBU WEST,KEN,
NAIROBI KEN,KEN,
LEKU,ETH,
PARIS,ARM,
RAGAY CAM SUR,PHL,
BOGOTA COL,COL,
MERCEDES ISABELA,PHL,
KAPATAGAN LDN,PHL,
VILLANUEVA MS OR,PHL,
TACLOBAN CITY,PHL,
DAO CAPIZ,PHL,
MAASIN SO LEYTE,PHL,
CANDELARIA QZN,PHL,
ANGONO RIZAL,PHL,
JAEN NUEVA ECIJA,PHL,
ROXAS ISABELA,PHL,
USON MASBATE,PHL,
LIBERTAD ANTIQUE,PHL,
PITOGO ZAM DS,PHL,
MATARA,LKA,
AMLAN NEG OR,PHL,
NILDANDAHINNA,LKA,
KAWAYAN BILIRAN,PHL,
STA MARIA LAGUNA,PHL,
NAROK,KEN,
RAZOLE ANDHRA PRADESH,IND,
SOUTH WOLLO,ETH,
MALALAG DVO DS,PHL,
KABANKALAN CITY,PHL,
TASHKENT REGION,UZB,
JAIGAON WEST BENGAL,IND,
HOSHIARPUR PUNJAB,IND,
MANJUYOD NEG OR,PHL,
LAGUINDINGAN M O,PHL,
S DALAGA MIS OC,PHL,
CORDOVA CEBU,PHL,
MAUBAN QUEZON,PHL,
SAMBOAN CEBU,PHL,
GUMLA JHARKHAND,IND,
SALEMPUR MASANDAN PUNJAB,IND,
PATHANAMTHITTA KERALA,IND,
TRICHY TAMIL NADU,IND,
TAKHTU CHAK PUNJAB,IND,
KARAR WALA PUNJAB,IND,
SUNAM PUNJAB,IND,
BARCELONA,ESP,
LAKE SEBU SO COT,PHL,
KITCHARAO ADN,PHL,
DOLORES QUEZON,PHL,
MANTICAO MIS OR,PHL,
NYANDARUA NORTH,KEN,
INDANAN SULU,PHL,
BATAC ILS NO,PHL,
LIBUNGAN COTABATO,PHL,
STO DOMINGO I S,PHL,
MOALBOAL CEBU,PHL,
BUENAVISTA ILOILO,PHL,
MACARTHUR LEYTE,PHL,
TALAKAG BKN,PHL,
KURIA,KEN,
CAMALANIUGAN CAG,PHL,
KYAMULINGA,UGA,
PORTO NOVO,SLE,
TALALORA SAMAR,PHL,
SAN LUIS ADS,PHL,
BALO-I LANAO DN,PHL,
DANGCAGAN BKN,PHL,
IBAAN BATANGAS,PHL,
DINGALAN AURORA,PHL,
INOPACAN LEYTE,PHL,
BURGOS ILS SR,PHL,
MACALELON QUEZON,PHL,
PAGSANJAN LAGUNA,PHL,
CABIAO NUEVA ECIJA,PHL,
B SOLIVEN ISABELA,PHL,
MABINI BATANGAS,PHL,
RT ROMUALDEZ ADN,PHL,
SN ILDEFONSO BUL,PHL,
MIDSAYAP NO COT,PHL,
GUIHULNGAN NEG,PHL,
ALEOSAN NO COT,PHL,
CAMILING TARLAC,PHL,
ARITAO N VIZ,PHL,
DUPAX DS N VIZ,PHL,
MANDAUE CEBU,PHL,
CARANGAN CAM SUR,PHL,
PASUQUIN ILS NO,PHL,
TAYUM ABRA,PHL,
HARER,ETH,
KHUNTI JHARKHAND,IND,
TAYUG PANGASINAN,PHL,
MA AURORA AURORA,PHL,
CAINTA RIZAL,PHL,
CABUCGAYAN LEYTE,PHL,
GAMAY NO SAMAR,PHL,
GUINAYANGAN QZN,PHL,
GAPAN CITY,PHL,
NOVELETA CAVITE,PHL,
MONCADA TARLAC,PHL,
BATU,ETH,
DUNA,ETH,
BIYO BISEKE,ETH,
ROBE,ETH,
SERANG,IDN,
BAY LAGUNA,PHL,
AURORA ISABELA,PHL,
SAN MARCISO QZN,PHL,
STA CRUZ DVO DS,PHL,
TUAO CAGAYAN,PHL,
BACOLOD NEG OC,PHL,
NORALA S COTABATO,PHL,
STA ANA PAMPANGA,PHL,
TANGALAN AKLAN,PHL,
AMPATUAN MGD,PHL,
SAN MIGUEL SDS,PHL,
RAPU RAPU ALBAY,PHL,
JARO LEYTE,PHL,
BAGAMANOC CDS,PHL,
BAIS CITY,PHL,
MALITA DVO DS,PHL,
ROSALES PGN,PHL,
ARTECHE E SAMAR,PHL,
BAGAC BATAAN,PHL,
CLAVERIA MASBATE,PHL,
SIBAGAT ADS,PHL,
MARIKINA MM,PHL,
BUENAVISTA GMR,PHL,
MADRIDEJOS CEBU,PHL,
SAN FERNANDO RBN,PHL,
PALANAN ISABELA,PHL,
BUNAMASA,UGA,
NAMAGOMA,UGA,
BAHATI KEN,KEN,
MURANGA KEN,KEN,
MACABEBE PMP,PHL,
WAYANAD KERALA,IND,
KIBIBI,UGA,
DANGILA,ETH,
BOMBAY MAHARASHTRA,IND,
KALILANGAN BKN,PHL,
IGBARAS ILOILO,PHL,
ALUVA KERALA,IND,
S KUDARAT MGD,PHL,
CALINTAAN OC MDO,PHL,
STO NINO CAGAYAN,PHL,
TAYTAY PALAWAN,PHL,
GEN TRIAS CAVITE,PHL,
SAN AGUSTIN RBN,PHL,
MEKELLE,ETH,
YEHA,ETH,
WELLEGA,ETH,
ASELLA,ETH,
MUSIDUNA,ETH,
KYRGYZ REPUBLIC,KGZ,
MANMAD MAHARASHTRA,IND,
KOLTHANG SIKKIM,IND,
BHANDUP MUMBAI MAHARASHTRA,IND,
BHIMAVARAM ANDHRA PRADESH,IND,
DILA,ETH,
GOJAM,ETH,
NORTH WOLLO,ETH,
FOGERA,ETH,
GALESA,ETH,
ABAREBO,ETH,
SAN SIMON PMP,PHL,
LIBONA BUKIDNON,PHL,
PAMBUJAN NO SMR,PHL,
GEDEO,ETH,
CANDABA PAMPANGA,PHL,
MLANG COT,PHL,
NSAMBYA,UGA,
ALCANTARA ROMBLON,PHL,
S MAGDALENA SSG,PHL,
CASTILLA SSG,PHL,
CARMEN DVO DN,PHL,
VIRAC CDS,PHL,
STA JOSEFA ADS,PHL,
BALAMBAN CEBU,PHL,
NYAMACHE KEN,KEN,
WEDZA,ZWE,
DAET CAM NO,PHL,
BATILEJANA,ETH,
SHODRA,ETH,
MIDA,ETH,
SALUG ZAM DN,PHL,
BAHIRDAR,ETH,
DEGUA TEMBEN,ETH,
MERIDA LEYTE,PHL,
PAETE LAGUNA,PHL,
NARSAPURAM ANDHRA PRADESH,IND,
KAPALONG DVO DN,PHL,
KERKICHO,ETH,
HAWASA,ETH,
WONDOGENET,ETH,
ALELTU,ETH,
ALABA,ETH,
WEKEN,ETH,
WUKRO,ETH,
SHAYA,ETH,
GELANGUDA,ETH,
SHENO,ETH,
HAGERESELAM,ETH,
JP CAM NO,PHL,
SHIRIE,ETH,
BADIANGAN ILOILO,PHL,
HINDANG LEYTE,PHL,
TORRIJOS MDQ,PHL,
NARVACAN ILS SR,PHL,
CAMALIG ALBAY,PHL,
GAMBELLA,ETH,
KATTOOR KERALA,IND,
OMOSHORA,ETH,
KOSHA,ETH,
DEBRE BRHAN,ETH,
MOYALE,ETH,
GENA,ETH,
NAGUILIAN ISA,PHL,
KHARIAR ODISHA,IND,
CUENCA BATANGAS,PHL,
MUTOKO,ZWE,
NAGTIPUNAN QRN,PHL,
CARLES ILOILO,PHL,
CANAMAN CAM SUR,PHL,
PUTHUSSERIMUKKU KERALA,IND,
BOTA ANNEX HOSPITAL,CMR,
MOMBASA,KEN,
GOBESA,ETH,
KUYERA,ETH,
BURI RAM,THA,
ENTCHO,ETH,
RUDAULI UTTAR PRADESH,IND,
CHANGANASSERY KERALA,IND,
PILI CAM SUR,PHL,
MUTOMO,KEN,
GIGAQUIT SGO DN,PHL,
KIAMBA SARANGANI,PHL,
KENYENYA,KEN,
TIPOTIPO BASILAN,PHL,
KURRAM AGENCY PAK,PAK,
EJERE,ETH,
AFTR,ETH,
GURO,ETH,
AMEYA,ETH,
ARINO,ETH,
GAZO,ETH,
BESHOFITU,ETH,
GARUR UTTARAKHAND,IND,
CONCEPCION RBN,PHL,
DUMARAO CAPIZ,PHL,
MAGSAYSAY ISA,PHL,
ALABEL SARANGANI,PHL,
LINGAYEN PGN,PHL,
GD PILAR ILS SR,PHL,
ALOGUINSAN CEBU,PHL,
GALLE,LKA,
BARIRA MGD,PHL,
MANGALURU KARNATAKA,IND,
KABAROLE,UGA,
KALLABETTU KARNATAKA,IND,
ANTANAMBAO ANDOHATAPENAKA,MDG,
MONTEVISTA DAVAO,PHL,
NAIVASHA,KEN,
WUKIRO,ETH,
HURLUNG BOKARO JHARKHAND,IND,
GONIGODA,LKA,
S CARLOS CITY NEG,PHL,
BIR ENNASRE,MAR,
WEST HARARGE,ETH,
LAPU-LAPU CEBU,PHL,
BACON SORSOGON,PHL,
IMELDA ZAM DS,PHL,
MILAOR CAM SUR,PHL,
BULACAN BULACAN,PHL,
CIANJUR,IDN,
STA CRUZ OC MDO,PHL,
T FORNIER ATQ,PHL,
PAMPLONA NEG OR,PHL,
MAYANTOC TARLAC,PHL,
ANGAT BULACAN,PHL,
JOLO SULU,PHL,
LINGIG SGO DS,PHL,
WOLAYITA,ETH,
DEBRE BIRHAN,ETH,
KEITUM MIZORAM,IND,
HARAGAMA,LKA,
PRES ROXAS CAPIZ,PHL,
VILPATHA,LKA,
SAN PABLO LAGUNA,PHL,
AHMEDABAD GUJARAT,IND,
BADIAN CEBU,PHL,
SINDHULI,NPL,
KADIYANGAD KERALA,IND,
TADEPALLIGUDEM ANDHRA PRADESH,IND,
HARDASPUR PUNJAB,IND,
WEHERAYAYA,LKA,
MIRIK WEST BENGAL,IND,
CHHATTAR HIMACHAL PRADESH,IND,
TUBOD LANAO DN,PHL,
LUPANE,ZWE,
PALIMBANG S KUD,PHL,
LAZI SIQUIJOR,PHL,
MALABANG LDS,PHL,
TAMPARAN LDS,PHL,
NAGUILIAN LAU,PHL,
SN JOSE BATANGAS,PHL,
SAN LUIS AURORA,PHL,
MATANOG MGD,PHL,
TALAYAN MGD,PHL,
CHAUNG U,MMN,
TALUSAN ZAM DS,PHL,
SN JUAN LA UNION,PHL,
KOTTAYAM KERALA,IND,
ILAM,NPL,
JHAPA,NPL,
KAKINADA ANDHRA PRADESH,IND,
COCHIN KERALA,IND,
RAYIA PUNJAB,IND,
THATHI PUNJAB,IND,
POKOT WEST,KEN,
TAAL BATANGAS,PHL,
ISINGIRO,UGA,
KIAMBU KEN,KEN,
SOMINOT ZAM DS,PHL,
NYERI KEN,KEN,
RIZAL ZAM DN,PHL,
QUEZON N ECIJA,PHL,
KIRUHURA,UGA,
PUDUCHERRY PUDUCHERRY,IND,
HMA WBY,MMN,
PHAYAO,THA,
CHHAYA PORBANDAR GUJARAT,IND,
UPPER BAGDOGRA WEST BENGAL,IND,
RAJKOT GUJARAT,IND,
WEST SINGHBHUM JHARKHAND,IND,
UMARI BIHAR,IND,
MOODBIDRI KARNATAKA,IND,
BYAKUDU KARNATAKA,IND,
ALICIA ZAM DS,PHL,
T MARTIRES CAV,PHL,
AROOR KARNATAKA,IND,
HEIROK MANIPUR,IND,
SAN JOSE TARLAC,PHL,
BINDURA,ZWE,
ETTUMUNA KERALA,IND,
RAJA SANSI PUNJAB,IND,
KOLAR KARNATAKA,IND,
MATALE,LKA,
HOWRAH WEST BENGAL,IND,
DARJEELING WEST BENGAL,IND,
MURANGA SOUTH,KEN,
KALIMPONG,IND,
KARKALA KARNATAKA,IND,
NAWALPARASI,NPL,
UDAYAPUR,NPL,
BAINCHI WEST BENGAL,IND,
MUNTINLUPA CITY,PHL,
HADIPUR WEST BENGAL,IND,
BARAMULLA JAMMU AND KASHMIR,IND,
MINALABAC CAM S,PHL,
CALAPAN OR MDO,PHL,
OLUTANGA ZAM DS,PHL,
BURAUEN LEYTE,PHL,
VASAI MAHARASHTRA,IND,
DIKSIS MURETCHA,ETH,
KONIBAL PAMPORE JAMMU AND KASHMIR,IND,
DERA,ETH,
YERER,ETH,
WOLLEGA,ETH,
KAYAMKULAM KERALA,IND,
SHINILE,ETH,
IRAMBA,TZA,
