name,country_code
THIRUVANANTHAPURAM KERALA,IND
CHERUKOTTUKONAM KERALA,IND
NEDUNGAPRA KERALA,IND
THABORE KERALA,IND
OTTUPATTI TAMIL NADU,IND
PALLOM KERALA,IND
AMJAYE,ETH
ARUKALIKKAL EAST KERALA,IND
SARDAREWALA HARYANA,IND
PAINGOTTOOR KERALA,IND
PUTHANPEEDIKA KERALA,IND
KONAKALAGALA,LKA
MURANGA SOUTH,KEN
KURAVANTHAVALAM KERALA,IND
SALALPUR WEST BENGAL,IND
GORKHA,NPL
NAMALEMBA,UGA
KANDAR GAON MALLA UTTARAKHAND,IND
HOMAGAMA,LKA
GADAG KARNATAKA,IND
CIREBON,IDN
KOCHI KERALA,IND
ANDOORKONAM KERALA,IND
BATO CATANDUANES,PHL
THIKA,KEN
HARIL JHARKHAND,IND
SUKABUMI,IDN
MALABANG LDS,PHL
METRO MANILA,PHL
NTUNGAMO,UGA
MAKONI,ZWE
VINTAR ILOCOS N,PHL
G IVANOVO USSR,RUS
KALOL PANCHMAHALS GUJARAT,IND
GATUNDU KEN,KEN
ALVARO OBREGON DISTRITO FEDERAL,MEX
MABINAY NEG OR,PHL
OBILI ANDHRA PRADESH,IND
DICKWELLA,LKA
KALUBOWILA,LKA
ASENDABO,ETH
CLAVER SGO DN,PHL
KADINGILAN BKN,PHL
INDURUWA,LKA
KODANI KARNATAKA,IND
SAN VICENTE DAVAO,PHL
SHENO,ETH
KERSA,ETH
GODER,ETH
GUBAT SORSOGON,PHL
KOLHAPUR MAHARASHTRA,IND
KASKI,NPL
KALLUVATHUKKAL KERALA,IND
RATNAGIRI MAHARASHTRA,IND
RUSSIA,RUS
KOTTIYOOR KERALA,IND
FATEHGARH PANJGRIAN PUNJAB,IND
LAMBA PIND PUNJAB,IND
MERU SOUTH KEN,KEN
SIDNAL KARNATAKA,IND
MAHUNWAL JALANDHAR PUNJAB,IND
ZIRA PUNJAB,IND
MALAKPUR PUNJAB,IND
BUSIA,KEN
DOMINICAN REPUBLIC,DZA
HAGONOY DAVAO DS,PHL
TADIPALLI ANDHRA PRADESH,IND
CANTILAN SGO DS,PHL
RAGAY CAM SUR,PHL
DAPA SURIGAO DN,PHL
DUPAK DN N VIZ,PHL
DURAME,ETH
ALAWWA,LKA
B KANABUR KARNATAKA,IND
BISHOFTU,ETH
GONDER,ETH
AYIRANALLOOR KERALA,IND
TARANGNAN SAMAR,PHL
GUAYMATE RD,IND
RAMOS TARLAC,PHL
MAJALENGKA,IDN
WOTO,IDN
ZVISHAVANE,ZWE
KYEGEGWA,UGA
HABRU,ETH
BASISTA PGN,PHL
YECHILA,ETH
GARA,ETH
UZB,IND
RIZAL NUEVA ECIJA,PHL
SINILOAN LAGUNA,PHL
MERU NORTH,KEN
MINALABAC CAM S,PHL
KASANGATI,UGA
ALOOR KERALA,IND
NAKURU NORTH,KEN
PAKIL LAGUNA,PHL
B POINT PALAWAN,PHL
KHAJAKHERA HARYANA,IND
KINONDONI,TZA
POLANCO ZAM DN,PHL
DOLORES E SAMAR,PHL
SHRINGERI KARNATAKA,IND
BANDUNG,IDN
PUTTADY KERALA,IND
MBANGA,CMR
NAIVASHA,KEN
EMBU,KEN
MYAGDI,NPL
BARDIYA,NPL
SJDM BULACAN,PHL
DOUALA,CMR
ARINGAY LA UNION,PHL
KANDY,LKA
YEM,ETH
SN FRANCISCO QZN,PHL
TALWANDI MANGE KHAN PUNJAB,IND
KIGUMO,KEN
SINAIT ILOCOS SR,PHL
STO DOMINGO NE,PHL
NELLIMATTOM KERALA,IND
RANNI PERUNAD KERALA,IND
SHIRE,ETH
AMBASEL,ETH
AMBO,ETH
LIBEN CHUKALA,ETH
CABA LA UNION,PHL
LIMURU KEN,KEN
MERU CENTRAL,KEN
NAKURU,KEN
NYERI CENTRAL,KEN
BACO OR MDO,PHL
MANENGOLE,CMR
KHAMGAON MAHARASHTRA,IND
SURIGAO CITY,PHL
MAHOTTARI,NPL
KALAVAPUDI ANDHRA PRADESH,IND
CURRIMAO ILS NO,PHL
RT ROMUALDEZ ADN,PHL
CASTILLEJOS ZBS,PHL
BANSALAN DVO DS,PHL
TIANJIN,PHL
KUMASI,TZA
BACOOR CAVITE,PHL
RATNAPURA,LKA
OCANA COL,COL
BELIATTA,LKA
SILANG CAVITE,PHL
MAPUTO,COL
BALAPITIYA,LKA
GORUBATHAN WEST BENGAL,IND
SAN FERNANDO LAU,PHL
KULIYAPITIYA,LKA
PANELA KARNATAKA,IND
LAKKAVARAM ANDHRA PRADESH,IND
CHIREDZI,ZWE
S ENRIQUE ILOILO,PHL
SARA ILOILO,PHL
TALISAYAN MIS OR,PHL
SULOP DVO DS,PHL
LILOAN SO LEYTE,PHL
NABUNTURAN DON,PHL
BUYUKADA,TKM
SHANTIGRAM WEST BENGAL,IND
DALAGUETE CEBU,PHL
MONCADA TARLAC,PHL
BONTOC SO LEYTE,PHL
OROQUIETA CITY,PHL
ALFONSO CAVITE,PHL
FALIARIVO AMBANIDIA,MDG
MERTOLEMARIAM,ETH
TAJIKISTAN,TJK
CHEMBA,TZA
LILA BOHOL,PHL
MAHAJANGA,MDG
ERNAKULAM KERALA,IND
SAN JACINTO PGN,PHL
S CARLOS CTY PGN,PHL
HOSANA,ETH
CAPAS TARLAC,PHL
ANTIPOLO RIZAL,PHL
DAGUPAN CI,PHL
TAGUDIN ILS SR,PHL
BALER AURORA,PHL
GEN TINIO,PHL
BANATE ILOILO,PHL
NYABIRONGO,UGA
KAZAKHSTAN,KAZ
ILALA CBD,TZA
RUSHINGA,ZWE
NAWANPIND SHONKIA PUNJAB,IND
BULUAN MGD,PHL
MA AURORA QUEZON,PHL
MANGALORE KARNATAKA,IND
PANGANTUCAN BKN,PHL
MUTARE,ZWE
ARBA JHORABAHAL ODISHA,IND
LILOAN CEBU,PHL
VILANKUPPAM TAMILNADU,IND
EDAVANNAPPARA KERALA,IND
CABIAO N ECIJA,PHL
JABONGA ADN,PHL
STO TOMAS DAVAO,PHL
SAN PABLO ZAM DS,PHL
MANGAD KERALA,IND
DAANBANTAYAN CEBU,PHL
LAMBAYONG S KUD,PHL
ANGADANAN ISABELA,PHL
STA MARIA DVO DS,PHL
GLAN SARANGANI,PHL
TAGBINA SGO DS,PHL
CARMEN ADN,PHL
D ALBANO ISABELA,PHL
MATI DVO OR,PHL
YAOUNDE,CMR
LIAN BATANGAS,PHL
SIBALOM ANTIQUE,PHL
DAUIN NEG OR,PHL
SEGGALYE,UGA
THENI TAMIL NADU,IND
BEDWORTH,BRA
SAN AGUSTIN ISABELA,PHL
CHHOTA UDAIPUR VADODARA GUJARAT,IND
MANI KARAN SAHIB HIMACHAL PRADESH,IND
TAGO SGO DS,PHL
SRINGERI KARNATAKA,IND
LIGAO ALBAY,PHL
NEW LUCENA ILOILO,PHL
KOZHANCHERRY KERALA,IND
MWINGI,KEN
P PRINCESA CITY,PHL
AGOO LA UNION,PHL
PANDIKUDY KERALA,IND
BOGO CEBU,PHL
KUMPUL MULYO,IDN
LEMERY BATANGAS,PHL
CLAVERIA CAGAYA,PHL
JAGNA BOHOL,PHL
NABUSANKE,UGA
OULAD FREJ MAROC,MAR
KIBLAWAN DVO DS,PHL
MANSA PUNJAB,IND
BAUAN BATANGAS,PHL
SAN FERNANDO CEBU,PHL
SECUNDERABAD TELANGANA,IND
ALBUERA LEYTE,PHL
MASBATE MASBATE,PHL
BANISTAN COTABATO,PHL
DAUIS BOHOL,PHL
PASIG CITY,PHL
CANDABA PAMPANGA,PHL
BINALONAN PGN,PHL
CABUYAO LAGUNA,PHL
SAPAD LANAO DN,PHL
STA FE N VIZ,PHL
TANJAY NEG OR,PHL
BUGUEY CAGAYAN,PHL
SUBIC ZAMBALES,PHL
ALLACAPAN CAGAYAN,PHL
BANNA ILOCOS N,PHL
BALE,ETH
THABAUNG,MMN
CALAPAN OR MDOD,PHL
MOBO MASBATE,PHL
SAN MIGUEL BUL,PHL
DON CARLOS BKN,PHL
THIRUVAIYARU TAMIL NADU,IND
BARABANKI UTTAR PRADESH,IND
BENGALURU KARNATAKA,IND
BUSIA,UGA
D G KHAN PAK,PAK
LAHORE,PAK
TESO,KEN
MIAGAG ILOILO,PHL
WANGOO MANIPUR,IND
MUNDALAMA,LKA
POLPITHIGAMA,LKA
JAYANTHIPURA,LKA
RANWALA,LKA
LEHRA BET PUNJAB,IND
KAILALI,NPL
DALUWAKOTUWA,LKA
MADAHAPOLA,LKA
MOOCHIPARADHA KERALA,IND
LUKUNGYIRI,UGA
SHARIFF AGUAK MGD,PHL
PRESENTACION CAM,PHL
S-BULLONES BOHOL,PHL
MAGPET COTABATO,PHL
ANKARA,TKM
STA MARIA BUL,PHL
RAMECHHAP,NPL
ORUMANAYOOR KERALA,IND
NYAKINEGO,UGA
MANGALDAN PGN,PHL
BANI PANGASINAN,PHL
WELLAWATTE,LKA
CHENTRAPPINNI KERALA,IND
RATANPUR BIHAR,IND
WESTHOLD ESTATE,LKA
GWANDA,ZWE
THAMBALLAPALLI ANDHRA PRADESH,IND
BUUG ZAM DS,PHL
SETTAT MAROC,MAR
BOMBAY MAHARASHTRA,IND
MANGALURU KARNATAKA,IND
HARDOI UTTAR PRADESH,IND
VENKATAGIRI ANDHRA PRADESH,IND
DEHRADUN UTTARAKHAND,IND
SUPEE BAGESHWAR,IND
NSANGI,UGA
MAGALLANES CAV,PHL
WAY KANAN,IDN
WELICAMA,LKA
CAG DE ORO MS OR,PHL
EDIMAN,LKA
GM ALVAREZ CAV,PHL
BARAGOLAI ASSAM,IND
DAPA SGO DN,PHL
CONCEPCION TLC,PHL
BURGOS ISABELA,PHL
MANDALUYONG MM,PHL
DINGLE ILOILO,PHL
PUTHURUTHY KERALA,IND
TABUK K APAYAO,PHL
MATALAM NO COT,PHL
VANIYAMBADI TAMIL NADU,IND
BATANGAS BTS,PHL
PALPAL,NPL
WEST KARBI ANGLONG ASSAM,IND
CALAPAN OR MDO,PHL
SHAMBU,ETH
KODUGALLUR KERALA,IND
VELLATHOOVAL KERALA,IND
LORETO ADS,PHL
NELLA KOTTA TAMIL NADU,IND
LALITPUR,NPL
MATTUMAGALA,LKA
GONDA UTTAR PRADESH,IND
DOOMADKA KARNATAKA,IND
ELAPPARA KERALA,IND
OTTAPALAM KERALA,IND
GOJAM,ETH
KAMPALA,UGA
KAKODA GOA,IND
KOZHIKODE KERALA,IND
TRIVANDRUM KERALA,IND
MIDSAYAP COTABATO,PHL
SHIHAGOMENGIE,ETH
GIPORLOS E SAMAR,PHL
MANNARKKAD KERALA,IND
PUDUCHERRY PUDUCHERRY,IND
SOLSONA ILOCOS N,PHL
S LUBOS NO SAMAR,PHL
PONNAMKAYAM KERALA,IND
ANJAMA,ETH
JHAMAT PUNJAB,IND
PATHANAMTHITTA KERALA,IND
KALLARA KERALA,IND
KALACHANDA KERALA,IND
SUMBAWA,IDN
MADAMPE,LKA
MATHILIL KERALA,IND
ADDALAPALEM ANDHRA PRADESH,IND
NALLALAM KERALA,IND
KOTAHNALLOOR KERALA,IND
KARAWANELLA,LKA
CHENGANNUR KERALA,IND
NEDUMKANDAM KERALA,IND
HAGONOY DVO DS,PHL
GALAUDA,LKA
SSEMBABULE,UGA
DARAGA ALBAY,PHL
LAHORE PAK,PAK
TASIKMALAYA,IDN
KOT ISE KHAN PUNJAB,IND
SISON PANGASINAN,PHL
PANINGAPALLI ANDHRA PRADESH,IND
AMODER VADODARA GUJARAT,IND
MACALELON QUEZON,PHL
IBADAN,NGA
KAIROUAN,TUN
KALIRO,UGA
SIKO,ETH
UPPALA KERALA,IND
SHOA,ETH
GWERU,ZWE
BUTAJIRA,ETH
BULAN SORSOGON,PHL
LOME,MNG
FORT PORTAL,UGA
AHMETLI,TKM
DIOHINE,NPL
JASAAN MIS OR,PHL
KAZ,KGZ
COMPOSTELA CEBU,PHL
CAPOOCAN LEYTE,PHL
AMETHI UTTAR PRADESH,IND
TACLOBAN LEYTE,PHL
MOALBOAL CEBU,PHL
Chencha,ETH
HADIYA,ETH
DEBAGRAM WEST BENGAL,IND
MAGSAYSAY OC MDO,PHL
BURGOS ILOCOS N,PHL
CHOLTI KHERI PUNJAB,IND
BANGOWANI PUNJAB,IND
INDERGHAR PUNJAB,IND
KODUNTHIRAPULLY KERALA,IND
PRAYAR SOUTH KERALA,IND
OPOL MIS OR,PHL
STA TERESITA CAG,PHL
KWALEKEN,KEN
KONDOA,TZA
MIRIK DARJEELING WEST BENGAL,IND
MAPUSA GOA,IND
DATU PIANG MGD,PHL
V SAGUN ZAM DS,PHL
SIPALAY CITY,PHL
SAN VICENTE DDN,PHL
BAMENDA,CMR
KASESE,UGA
KALIBO AKLAN,PHL
Indramayu,IDN
MANASSERY KERALA,IND
SOMINOT ZAM DS,PHL
CONCEPCION TARLAC,PHL
OROQUIETA MS OC,PHL
SOGOD SO LEYTE,PHL
PLARIDEL QUEZON,PHL
BAROY LANAO DN,PHL
NEW BATAAN DAVAO,PHL
Kalimpong West Bengal,IND
VALENCIA BOHOL,PHL
MANAY DVD OR,PHL
GUAGUA PAMPANGA,PHL
TALACOGON ADS,PHL
MANGATAREM PGN,PHL
NAKASEKE,UGA
IBAJAY AKLAN,PHL
HADER,ETH
CHAMARAJANAGAR KARNATAKA,IND
MALANG,IDN
RAEBARELI UTTARPRADESH,IND
PAHALA KOTTARAMULLA,LKA
ODIONGAN ROMBLON,PHL
NAUJAN OR MDO,PHL
QUEZON QUEZON,PHL
ALIPOR VALSAD GUJARAT,IND
KARAK PAK,PAK
GALEBUGE,ETH
Mombasa KEN,KEN
SURAT GUJARAT,IND
GONDA,IND
PAYANGADI KERALA,IND
THANJAVUR TOWN TAMIL NADU,IND
Welmara,ETH
ODE,ETH
LABASON ZAM DN,PHL
MUZAFFARPUR BIHAR,IND
TARIYA BIHAR,IND
FARTA,ETH
SHOWA,ETH
MEDABEDDA,LKA
CHEHA,ETH
THODUPUZHA KERALA,IND
RAMARAJULANKA AP,IND
GUIMBAL ILOILO,PHL
PULBAZAR WEST BENGAL,IND
NORTH SHOA,ETH
MARIBOJOC BOHOL,PHL
Trivandrum Kerala,IND
WOLAYETA,ETH
SIRONKO,UGA
KANAZAR KARNATAKA,IND
SAN QUINTIN PGN,PHL
PULILAN BULACAN,PHL
CATARMAN NO SMR,PHL
NYANDARUA KEN,KEN
LOME,ETH
Kabarole,UGA
Sarlahi,NPL
UMRETH KHEDA GUJARAT,IND
SHIRADY KARNATAKA,IND
ARUKALIKKAL KERALA,IND
VELLIPARAMBA KERALA,IND
Kavrepalanchok,NPL
BRIKAMA,AZE
EGELA,ETH
PASAY MM,PHL
BUSTOS BULACAN,PHL
KIBOGA,UGA
FBLANCA PAMPANGA,PHL
KIBWEZI KEN,KEN
PAKWACH,UGA
IBANDA,UGA
LICAB NUEVA ECIJA,PHL
BANSUD OR MDO,PHL
ALAMINOS PGN,PHL
PADAVIYA,LKA
PANCHTHAR,NPL
Polonnaruwa,LKA
TAGIG MM,PHL
KANDARA KEN,KEN
Mpigi,UGA
LAOAG CITY,PHL
Chegutu,ZWE
SAN FERNANDO BKN,PHL
RONDA CEBU,PHL
DIVULAPITIYA,LKA
SN MIGUEL ILOILO,PHL
VITLA KARNATAKA,IND
Nairobi,KEN
MOLAVE ZAM DS,PHL
Davao City,PHL
CARMEN BOHOL,PHL
TULUNAN COTABATO,PHL
PANDAN ANTIQUE,PHL
HUTTI KARNATAKA,IND
BATOURE,CMR
MAFIKENG,BRA
INDRAMAYU,IDN
Dang,NPL
KATTAPANNA KERALA,IND
CHERANALLOOR KERALA,IND
KANCHANPUR,NPL
ANCHAL KERALA,IND
SOLANO N VIZ,PHL
KUYU,ETH
RUKUNGIRI,UGA
Ramechhap,NPL
Paravoor Kerala,IND
TABUELAN CEBU,PHL
NYANDARUA,KEN
BELARUS,IND
KIRA,UGA
HOLETA,ETH
BEHNARA,ETH
Darjeeling West Bengal,IND
KALUTHARA,LKA
LIPA CITY,PHL
STA IGNACIA TLC,PHL
GEN TINIO NE,PHL
NAGTIPUNAN QRN,PHL
Iligan City,PHL
ISHAKA,UGA
RAYAT PAMPANGA,PHL
SAIYA KEN,KEN
Linganaboinacherla Andhra Pradesh,IND
UNDI ANDHRA PRADESH,IND
PURNEA BIHAR,IND
BREBES,IDN
MATALAM COTABATO,PHL
MOGAUNG,MMN
PURWAKARTA,IDN
BALLESTEROS CAG,PHL
MAGSAYSAY DVO DS,PHL
QUIRINO ISABELA,PHL
BULACAN BULACAN,PHL
NKWEN BAMENDA,CMR
CATEEL DVO OR,PHL
KITUI,KEN
SAN NICOLAS BTS,PHL
Cag de Oro City,PHL
SAN ENRIQUE N OC,PHL
MANAY DVO OR,PHL
ARITAO N VIZCAYA,PHL
SAN JOSE BTS,PHL
TUBOD LANAO DN,PHL
PILAR SORSOGON,PHL
UTTLE VALLY ESTATE,LKA
JONES ISABELA,PHL
PARANAQUE RIZAL,PHL
COMPOSTELA DAVAO,PHL
MADIUN,IDN
GYULA,BUL
CALINTAAN OC MDO,PHL
Tubungan Iloilo,PHL
ZAKA,ZWE
MATHIRA EAST KEN,KEN
HABICHO,ETH
Fergana Region,UZB
MARKOS,ETH
ZARAGOZA N ECIJA,PHL
NTUNDIP,CMR
GATTARAN CAGAYAN,PHL
CARMONA CAVITE,PHL
SAN JOSE N ECIJA,PHL
SAMIA,KEN
GGANDA,UGA
BHATAMBRA KARNATAKA,IND
RAWALPINDI PAK,PAK
KISII CENTRAL,KEN
UASIN GISHU KEN,KEN
SIDI LAKHDAR,DZA
KAFUGA,UGA
MALEGAON MAHARASHTRA,IND
PATNONGON ATQ,PHL
Trans Nzoia,KEN
Lapu Lapu Cebu,PHL
TABUK KALINGA,PHL
MALITA DVO DS,PHL
BUBAMUGNO,ETH
BURHANPUR MADHYA PRADESH,IND
Kottarakara Kerala,IND
PONOROGO,IDN
Kingra Chowala PUNJAB,IND
CHINTALAMORI ANDHRA PRADESH,IND
JIMA,ETH
CARMEN COTABATO,PHL
Kalapahar Manipur,IND
Ezhumattoor Kerala,IND
Kurunegala,LKA
CHAVARA SOUTH KERALA,IND
NADUVATHUR KERALA,IND
SADANANDAPURAM KERALA,IND
MAYORGA LEYTE,PHL
LUPON DVO OR,PHL
MUTIA ZAM DN,PHL
CATEEL DAVAO OR,PHL
ANAO AON SGO DN,PHL
SAN CLEMENTE TLC,PHL
POOVATTOOR EAST KERALA,IND
SAN JOSE OC MDO,PHL
PANABO DAVAO,PHL
BANDA,UGA
BURGOS PGN,PHL
KASANJE,UGA
Tubod Lanao DN,PHL
ACHANTA ANDHRA PRADESH,IND
BOLINAO PGN,PHL
SAN PABLO ISA,PHL
PARACALE CAM NO,PHL
MOGA PUNJAB,IND
KAMULI,UGA
GUMER,ETH
IGANGA,UGA
MULUGOYE,UGA
BASIRHAT WEST BENGAL,IND
PATHEIN,MMN
TIRBA,ETH
Kalungu,UGA
BUGIRI,UGA
DOLON KHURD PUNJAB,IND
AMBALA HARYANA,IND
LAGAWE IFUGAO,PHL
KAMAL KE PUNJAB,IND
GHANAUR KALAN PUNJAB,IND
MITYANA,UGA
ATAKKAPUTHUR KERALA,IND
KOBO,ETH
Baggao Cagayan,PHL
BATILE LEJANO,ETH
SUAL PANGASINAN,PHL
PATEWA CHHATTISGARH,IND
Bandarawela,LKA
KEKAIT,IDN
SAN JUAN MM,PHL
TANA RIVER,KEN
BARA,NPL
PITIPANA NORTH,LKA
Sindhupalchok,NPL
BONDO KEN,KEN
KIRYANDONGO,UGA
MALAKAND,PAK
AURORA ZAM DS,PHL
ARMENIA COL,COL
SULOP DAVAO DS,PHL
NSUUBE,UGA
KOLAMBUGAN LDN,PHL
UMRETH ANAND GUJARAT,IND
MATHIRA EAST,KEN
DIPACULAO AURORA,PHL
TUPI S COTABATO,PHL
KIDAPAWAN NO CO,PHL
KARTARPUR PUNJAB,IND
KYOTERA,UGA
KOTTARAKKARA KERALA,IND
PATTUKKOTTAI TAMIL NADU,IND
PATMONGON ATQ,PHL
NYANZA MUKINGO,UGA
LIBACAO AKLAN,PHL
Pastrana Leyte,PHL
Mulanay Quezon,PHL
G GENEROSO DV OR,PHL
BONGABON N ECIJA,PHL
ISABELA BASILAN,PHL
MANTICAO MIS OR,PHL
MALITA DDS,PHL
DANAO CITY,PHL
GUTALAC ZAM DN,PHL
BAUTISTA PGN,PHL
Manila,PHL
SN MARIANO ISABELA,PHL
ERANOOR KERALA,IND
ANGONO RIZAL,PHL
Sadiq Punjab,IND
CLAVERIA MASBATE,PHL
UBAY BOHOL,PHL
CABAGAN ISABELA,PHL
PARANG MAGUINDANAO,PHL
ANDA BOHOL,PHL
JAMINDAN CAPIZ,PHL
LOWER TOKLANG BUSTY WEST BENGAL,IND
SAN ANTONIO QUEZON,PHL
BWEYOGERERE,UGA
GUIHULNGAN NEG,PHL
BUENAVISTA ILO,PHL
CASTILLA SSG,PHL
CALATRAVA NEG OC,PHL
MATALAM COT,PHL
SAN ENRIQUE ILOILO,PHL
RIZAL N ECIJA,PHL
DULAG LEYTE,PHL
JAKARTA,IDN
PASACAO CAM SUR,PHL
Lalpettai Tamil Nadu,IND
MANAFWA,UGA
BUNAWAN ADS,PHL
DAROLI BHAI PUNJAB,IND
AGURUWALLA WATTA,LKA
Elpitiya,LKA
BALAHAR VINJHU PUNJAB,IND
HANHAT JHARKHAND,IND
UKR,BLR
SEKELA,ETH
WELMERA,ETH
KILINDINI KEN,KEN
DEVANIYA RAJASTHAN,IND
SOLAPUR MAHARASHTRA,IND
LAKHA PUNJAB,IND
CCP  USSR,RUS
DEDIGAMA,LKA
BNI FRASSEN MAROC,MAR
GITDABLING WEST BENGAL,IND
ALUTHGAMA,LKA
KOYYETIPADU ANDHRA PRADESH,IND
DIGHITENULI ODISHA,IND
SAN SIMON PMP,PHL
KEGALLE,LKA
ADAMPUR PUNJAB,IND
DIVO,CIV
TULUNAN COT,PHL
TIAONG QUEZON,PHL
HINOBA AN NEG OC,PHL
LOBO BATANGAS,PHL
PANGIL LAGUNA,PHL
CASIGURAN SSG,PHL
TAYSAN BATANGAS,PHL
TAGAYTAY CITY,PHL
Navotas Rizal,PHL
SANTA MARTA COL,COL
AGNO PANGASINAN,PHL
BUGERERE,UGA
MDA,ARM
LAOANG NO SAMAR,PHL
TAYABAS QUEZON,PHL
CHIMANIMANI,ZWE
UNISAN QUEZON,PHL
DIADI N VIZ,PHL
S OSMENA SR ZDN,PHL
KAPURTHALA PUNJAB,IND
SODO,ETH
SAN CARLOS CITY,PHL
NAAMA,UGA
GUCHA,KEN
SARIAYA QUEZON,PHL
STA ROSA N ECIJA,PHL
LEON ILOILO,PHL
LUTAYAN S KUD,PHL
MADALAG AKLAN,PHL
PULUPANDANN OC,PHL
E SALVADOR MS OR,PHL
Naguru,UGA
NABAS AKLAN,PHL
Coimbatore Tamil Nadu,IND
LB POSTIGO ZDN,PHL
Ambalavao,MDG
MEERA KOT PUNJAB,PHL
Bhawanigarh Punjab,IND
LAGONLONG MIS OR,PHL
DINGRAS ILOCOS NO,PHL
KUDAVASAL TAMIL NADU,IND
KAUNKE KALAN PUNJAB,IND
KAIRON PUNJAB,IND
Banga So Cot,PHL
FAMY LAGUNA,PHL
KITANDE HOSPITAL,UGA
BOGOR,IDN
SIGMA CAPIZ,PHL
LINGIG SGO DS,PHL
DINAIG MGD,PHL
MEDELLIN CEBU,PHL
SOGOD CEBU,PHL
ALCANTARA RBN,PHL
SAN NARCISO ZBS,PHL
SINACABAN MIS OC,PHL
BEFELATANANA ANTANANARIVO IV,MDG
MANSALAY OR MDO,PHL
P DIAZ SORSOGON,PHL
DAGAMI LEYTE,PHL
NEW CORELLA DAVAO,PHL
ALAMADA N COT,PHL
PIGCAWAYAN COT,PHL
RAMON ISABELA,PHL
GUINAYANGAN QZN,PHL
APARRI CAGAYAN,PHL
CABANGAN ZBS,PHL
KABACAN COTABATO,PHL
MINALIN PAMPANGA,PHL
PAZHAYANNUR KERALA,IND
HIDSAYAP NO COT,PHL
STA CRUZ ILS SR,PHL
AIN DRAHAM,TUN
ASHE KUBEGA,ETH
RAGAMA,LKA
TALUGTUG N ECIJA,PHL
PALLITHURA KERALA,IND
AGDANGAN QUEZON,PHL
CANDIJAY BOHOL,PHL
ANGELES CITY,PHL
Bengaluru Karnataka,IND
NABUA CAM SUR,PHL
VALENCIA,PHL
PAETE LAGUNA,PHL
BULDON MGD,PHL
LUZIRA,UGA
NAKURU NORTH KEN,KEN
KIWOKO,UGA
ABUCAY BATAAN,PHL
PLACER MASBATE,PHL
NYAUNGDON,MMN
SN LUIS BATANGAS,PHL
LAUA AN ANTIQUE,PHL
PONTEVEDRA N OC,PHL
Balagtas Bulacan,PHL
ADDISABEBE,ETH
DALOA,CIV
BANDARAWELA,LKA
QUINAPONDAN ESMR,PHL
SAN JOSE CAM SUR,PHL
MAASIM SARANGANI,PHL
GALLENA WATTA,LKA
STA BARBARA PGN,PHL
NIRBAGA AMBORA CAMORLIM GOA,IND
BALETE BATANGAS,PHL
KADAMMANITTA KERALA,IND
KADUKUTTY KERALA,IND
PANTABANGAN NE,PHL
Jimma,ETH
HARARO,ETH
HAMUS GEBEYA,ETH
Ziway,ETH
WEGERA,ETH
BATUAN BOHOL,PHL
SASMUAN PAMPANGA,PHL
MENGO HOSPITAL,UGA
BURDEOS QUEZON,PHL
CHIPINGE,ZWE
Mulago,UGA
SAN MIGUEL SGO DS,PHL
JIDDA,ETH
NAWALPARASI (WEST),NPL
Gen Tinio N Ecija,PHL
SIASI SULU,PHL
RANNI KERALA,IND
SAN ISIDRO N ECIJA,PHL
BAYAMBANG PGN,PHL
TERNATE CAVITE,PHL
KALASIN,THA
SAMUT SONGKHRAM,THA
CHIANG MAI,THA
Uttaradit,THA
SOUTH DELHI DELHI,IND
Alexandria,KGZ
ALIGARH UTTAR PRADESH,IND
ANIKAD KERALA,IND
SAMSING TEA GARDEN WEST BENGAL,IND
Teso,KEN
V KALATHUR TAMIL NADU,IND
JALAUN UTTAR PRADESH,IND
Kersa,ETH
SIVAGANGAI TAMIL NADU,IND
GOA CAM SUR,PHL
NAGA CITY,PHL
PEDALANKA ANDHRA PRADESH,IND
HYDERABAD TELANGANA,IND
JAKHANGAON MAHARASHTRA,IND
BATAN AKLAN,PHL
EINME,MMN
DEBREZEIT,ETH
TANTANGAN SO COT,PHL
LAL LO CAGAYAN,PHL
Ahmedabad Gujarat,IND
KADAPA ANDHRA PRADESH,IND
MYAUNGMYA,MMN
KODALY KERALA,IND
PONKUNNAM KERALA,IND
BIDRSO,ETH
ROSARIO ADS,PHL
HAMBANTHOTA,LKA
MEKELE,ETH
GAMAY NO SAMAR,PHL
URAGASMANHANDIYA,LKA
DENIYAYA,LKA
Kalutara,LKA
KAPILVASTU,NPL
SAVARDARE BHOR MAHARASHTRA,IND
MONARAGALA,LKA
NAKODAR PUNJAB,IND
MAVELIKARA KERALA,IND
MAE HONG SON,THA
KIKENENE,UGA
BACARRA ILS NO,PHL
SJDM BUI AGAN,PHL
Gangolli Karnataka,IND
PALAPAG NO SAMAR,PHL
SIKAR RAJASTHAN,IND
BAGUMBAYAN S KUD,PHL
NAGA CAM SUR,PHL
LAMITAN BASILAN,PHL
BARRU,IDN
SUMISIP BASILAN,PHL
P ESTINO SULU,PHL
NAMIREMBE,UGA
KAPATAGAN LDN,PHL
MAKINDYE,UGA
EMUHAYA,KEN
Allougoum Morocco,MAR
Datu Piang Mgd,PHL
LAMBRA PUNJAB,IND
SHAHJAHANPUR PUNJAB,IND
PALLIMAKTMA TELANGANA,IND
Jagraon Punjab,IND
West Pokot,KEN
NAMPICUAN NE,PHL
RAJANGANAYA,LKA
KISUMU KEN,KEN
ANDA PANGASINAN,PHL
